 Category,Product/Tool,Short Update,Long Update,Document Link,Example Link,Release
Analytics,SAS Visual Machine Learning,Enhancement to Proc: FOREST,The new MITIGATEBIAS statement enables you to train a forest model while minimizing the bias metric that you specify,https://documentation.sas.com/doc/en/pgmsascdc/v_062/casml/casml_forest_syntax09.htm,https://documentation.sas.com/doc/en/pgmsascdc/v_062/casml/casml_forest_syntax09.htm,202504
Analytics,SAS Visual Machine Learning,New Proc: SHAPLEY,This new procedure enables you to estimate Shapley values to explain variable importance for an observation on the basis of a reference data set. PROC SHAPLEY supports two Shapley value estimation algorithms: Kernel SHAP and HyperSHAP,https://documentation.sas.com/doc/en/pgmsascdc/v_062/casml/casml_shapley_toc.htm,https://documentation.sas.com/doc/en/pgmsascdc/v_062/casml/casml_shapley_toc.htm,202504
Analytics,SAS Visual Machine Learning,New Proc: ERUPSERT,This new procedure enables you to add, delete, or update data in a compound store. You can optionally output the entities that were formed after modifying the compound store. Otherwise, the data will exist in the compound store for future queries,https://go.documentation.sas.com/doc/en/pgmsascdc/v_061/casrteng/casrteng_erupsert_toc.htm,https://go.documentation.sas.com/doc/en/pgmsascdc/v_061/casrteng/casrteng_erupsert_toc.htm,202503
Analytics,SAS Visual Machine Learning,New Proc: ERCOMPSTORE,This new procedure enables you to create a compound store, which is a collection of tables that store compound, document, and entity information. You can configure how entities are defined by specifying element, compound, and entity types,https://go.documentation.sas.com/doc/en/pgmsascdc/v_061/casrteng/casrteng_ercompstore_toc.htm,https://go.documentation.sas.com/doc/en/pgmsascdc/v_061/casrteng/casrteng_ercompstore_toc.htm,202503
Analytics,SAS Visual Machine Learning,New Proc: ERQUERY,This new procedure enables you to query a compound store to find all entities and networks that correspond to one or more specified documents. You can specify statements and options that affect how the entities and networks are formed,https://go.documentation.sas.com/doc/en/pgmsascdc/v_061/casrteng/casrteng_erquery_toc.htm,https://go.documentation.sas.com/doc/en/pgmsascdc/v_061/casrteng/casrteng_erquery_toc.htm,202503
Analytics,SAS Visual Machine Learning,New variable type: Geolocation,You can now specify a geographically encoded variable using the new geolocation variable role,https://go.documentation.sas.com/doc/en/capcdc/v_031/vdmmlcdc/vdmmlwn/n1lof62jdwrhyhn18kbfx9zujv72.htm#p1vy6pl12cig5xn18fbed0ue5r2m,https://go.documentation.sas.com/doc/en/capcdc/v_031/vdmmlcdc/vdmmlwn/n1lof62jdwrhyhn18kbfx9zujv72.htm#p1vy6pl12cig5xn18fbed0ue5r2m,202503
Analytics,SAS Visual Machine Learning,Enhancement to Action Set: new parameter for recKnn,The recKnn action now includes a target parameter, which enables you to train the recommender model by using explicit user responses,https://go.documentation.sas.com/doc/en/pgmsascdc/v_061/casactml/casactml_recommenderengine_toc.htm,https://go.documentation.sas.com/doc/en/pgmsascdc/v_061/casactml/casactml_recommenderengine_toc.htm,202503
Analytics,SAS Visual Machine Learning,New Proc: SMOTE,This new procedure enables you to use the synthetic minority oversampling technique (SMOTE) to generate synthetic tabular data. SMOTE is an oversampling method that addresses the issue of imbalanced data sets for machine learning modeling,https://go.documentation.sas.com/doc/en/pgmsascdc/v_061/casml/casml_smote_toc.htm,https://go.documentation.sas.com/doc/en/pgmsascdc/v_061/casml/casml_smote_toc.htm,202503
Analytics,SAS Visual Machine Learning,Enhancement to Proc: MWPCA,You can now calculate angle changes by using multiple principal components. To do these calculations, you specify the NPCUSED= and WARMUPSIZE= options in the OUTPUT statement,https://go.documentation.sas.com/doc/en/pgmsascdc/v_060/casml/casml_mwpca_toc.htm,https://go.documentation.sas.com/doc/en/pgmsascdc/v_060/casml/casml_mwpca_syntax06.htm,202502
Analytics,SAS Visual Machine Learning,Enhnacement to Action Set: robustPca,In the moving windows principal component analysis (mwpca) action, you can now specify the number of principal components to use for computing angle changes. You can also specify the number of observations to use in warmup steps when multiple principal components are used,https://go.documentation.sas.com/doc/en/pgmsascdc/v_060/casactml/casactml_robustpca_toc.htm,https://go.documentation.sas.com/doc/en/pgmsascdc/v_060/casactml/cas-robustpca-mwpca.htm#SAS.cas-robustpca-mwpca-output-npcused,202502
Analytics,SAS Visual Machine Learning,The values for Number of ROC cutoff values in global settings and project settings have been extended,The values for Number of ROC cutoff values in global settings and project settings have been extended to include values 5000, 10000, 50000, 100000, 250000, and 500000. The higher values enable a more accurate Receiver Operating Characteristic (ROC) curve and ROC-based statistics for rare-event-based data in SAS Visual Data Mining and Machine Learning. However, specifying a higher number of ROC cutoff values results in a longer run time, especially when the training table is large,https://go.documentation.sas.com/doc/en/capcdc/v_030/vdmmlcdc/vdmmlug/p0a1a1wu1y4qgzn1useq9aed2chx.htm,https://go.documentation.sas.com/doc/en/capcdc/v_030/vdmmlcdc/vdmmlug/n0up10dvggo5lwn1buyhlngrx8ow.htm,202502
Analytics,SAS Visual Machine Learning,Enhanced Proc: GPREG,You can now specify the APPLYROWORDER option in the PROC GPREG statement to use a data distribution and row order as determined by a previous partition action call. This option enables you to get reproducible regression results,https://go.documentation.sas.com/doc/en/pgmsascdc/v_058/casml/casml_gpreg_toc.htm,https://go.documentation.sas.com/doc/en/pgmsascdc/v_058/casml/casml_gpreg_toc.htm,202412
Analytics,SAS Visual Machine Learning,Azure Data Lake Storage (ADLS) Is Now Supported,ADLS is now supported by SAS Visual Machine Learning. Starting with this release, users can use an ADLS caslib as a data source,https://go.documentation.sas.com/doc/en/pgmsascdc/v_058/casref/n1ogaeli0qbctqn1e3fx8gz70lkq.htm,https://go.documentation.sas.com/doc/en/pgmsascdc/v_058/casref/n1ogaeli0qbctqn1e3fx8gz70lkq.htm,202412
Analytics,SAS Visual Machine Learning,Enhanced Action Set: recommenderEngine,You can now specify the boundObj parameter in the recDtos action to use an upper bound of an objective to find the descent direction and optimize the step size to minimize the objective,https://go.documentation.sas.com/doc/en/pgmsascdc/v_058/casactml/casactml_recommenderengine_toc.htm,https://go.documentation.sas.com/doc/en/pgmsascdc/v_058/casactml/casactml_recommenderengine_toc.htm,202412
Analytics,SAS Visual Machine Learning,Improved sorting for projects in SAS Model Studio,Using the table view on the Projects page, you can sort the list of projects by clicking the column header. For example, you can sort the projects by the project name or the date on which the project was last modified. Beginning with this release, when you return to a new session in Model Studio, the sort order is retained,https://go.documentation.sas.com/doc/en/capcdc/v_030/vdmmlcdc/vdmmlwn/p1v5xwt906kn1jn1o8xmjhvfx5hp.htm#n0t3dheyyte4orn1c1bcv8lr4qcb,https://go.documentation.sas.com/doc/en/capcdc/v_030/vdmmlcdc/vdmmlwn/p1v5xwt906kn1jn1o8xmjhvfx5hp.htm#n0t3dheyyte4orn1c1bcv8lr4qcb,202412
Analytics,SAS Visual Machine Learning,New Action Set: fpca, The new functional principal component analysis (FPCA) action set is a powerful suite designed for advanced analysis of dense, regular functional data,The new functional principal component analysis (FPCA) action set is a powerful suite designed for advanced analysis of dense, regular functional data. This action set includes two key components: the fPca action for FPCA training and the fPcaScore action for FPCA scoring. The fPca action enables you to perform functional principal component analysis, capturing essential patterns in complex functional data structures, and the fPcaScore action provides efficient capabilities for scoring the new data set against the trained functional principal component,https://go.documentation.sas.com/doc/en/pgmsascdc/v_057/casactml/cas-fpca-TblOfActions.htm,https://go.documentation.sas.com/doc/en/pgmsascdc/v_057/casactml/cas-fpca-TblOfActions.htm,202411
Analytics,SAS Visual Machine Learning,Enhancement to Proc: FASTKNN, a new graph-based approximation method has been added,A new graph-based approximation method has been added. Also, new distance metrics, including cosine distance and inner product distance, have been introduced for nearest-neighbor calculations,https://go.documentation.sas.com/doc/en/pgmsascdc/v_057/casml/casml_fastknn_syntax01.htm#casml.fastknn.proc_distancemetric,https://go.documentation.sas.com/doc/en/pgmsascdc/v_057/casml/casml_fastknn_syntax01.htm#casml.fastknn.proc_maxneighbors,202411
Analytics,SAS Visual Machine Learning,Enhancement to Action Set: fastknn,a new graph-based approximation method has been added,A new graph-based approximation method has been added. Also, new distance metrics, including cosine distance and inner product distance, have been introduced for nearest-neighbor calculations,https://go.documentation.sas.com/doc/en/pgmsascdc/v_057/casactml/cas-fastknn-fastknn.htm,https://go.documentation.sas.com/doc/en/pgmsascdc/v_057/casactml/cas-fastknn-fastknn.htm,202411
Analytics,SAS Visual Machine Learning,New Proc: EXTRACTOBJECTS,This new procedure efficiently extracts detected objects from images by using bounding box information. You use this procedure for two primary modes of extraction: highlighting detected objects directly within the input images and cropping the detected objects for separate analysis or display,https://go.documentation.sas.com/doc/en/pgmsascdc/v_056/cascv/cascv_extractobjects_toc.htm,https://go.documentation.sas.com/doc/en/pgmsascdc/v_056/cascv/cascv_extractobjects_toc.htm,202410
Analytics,SAS Visual Machine Learning,New Proc: PROCESSMEDIMAGES,This new procedure performs basic processing of two-dimensional (2-D) and three-dimensional (3-D) biomedical images. You use this procedure for processing methods that include clamping, cropping, importing and exporting, histogram equalization, labeling, padding, resampling, rescaling, masking, smoothing, and thresholding,https://go.documentation.sas.com/doc/en/pgmsascdc/v_056/cascv/cascv_processmedimages_toc.htm,https://go.documentation.sas.com/doc/en/pgmsascdc/v_056/cascv/cascv_processmedimages_toc.htm,202410
Analytics,SAS Visual Machine Learning,New Proc: AUGMENTIMAGES,This new procedure enables you to enhance an image data set by creating modified versions of images. Training machine learning models on augmented images allows them to perform better on unseen data and reduce the risk of overfitting,https://go.documentation.sas.com/doc/en/pgmsascdc/v_056/cascv/cascv_augmentimages_toc.htm,https://go.documentation.sas.com/doc/en/pgmsascdc/v_056/cascv/cascv_augmentimages_toc.htm,202410
Analytics,SAS Visual Machine Learning,Enhancement to rteng Action Set: The new summarizeCompoundStore action enables you to summarize data properties for a compound store,The new summarizeCompoundStore action enables you to summarize data properties for a compound store,https://go.documentation.sas.com/doc/en/pgmsascdc/v_056/casactml/casactml_rteng_toc.htm,https://go.documentation.sas.com/doc/en/pgmsascdc/v_056/casactml/casactml_rteng_toc.htm,202410
Analytics,SAS Visual Machine Learning,Enhancement to recommenderEngine Action Set: You can now specify the userFeatureTable and itemFeatureTable parameters to train the Bayesian personalized ranking (BPR) with the factorization machine (FM) model,You can now specify the userFeatureTable and itemFeatureTable parameters to train the Bayesian personalized ranking (BPR) with the factorization machine (FM) model,https://go.documentation.sas.com/doc/en/pgmsascdc/v_056/casactml/casactml_recommenderengine_toc.htm,https://go.documentation.sas.com/doc/en/pgmsascdc/v_056/casactml/casactml_recommenderengine_toc.htm,202410
Analytics,SAS Visual Machine Learning,Deprecated property Perform clustering-based split search in the Splitting Options property group has been removed,Deprecated property Perform clustering-based split search in the Splitting Options property group has been removed. To create the effects of selecting this property, you can combine levels of high-cardinality variables during the data preparation stage, or you can use custom categories within SAS Visual Analytics when building a report,https://go.documentation.sas.com/doc/en/vacdc/v_028/vaobjvs/n1wepgnjlyi7dfn1oxx9i8xlb0vb.htm,https://go.documentation.sas.com/doc/en/vacdc/v_028/vaobjvs/n1wepgnjlyi7dfn1oxx9i8xlb0vb.htm,202409
Analytics,SAS Visual Machine Learning,New Proc: QUANTMEDIMAGES,This new procedure performs quantitative analysis on biomedical images, computing both basic and advanced statistical measures for entire images or for components within an image. The results are used in applications in fields such as computer vision, image processing, and data analytics,https://go.documentation.sas.com/doc/en/pgmsascdc/v_055/cascv/cascv_quantmedimages_toc.htm,https://go.documentation.sas.com/doc/en/pgmsascdc/v_055/cascv/cascv_quantmedimages_examples01.htm,202409
Analytics,SAS Visual Machine Learning,New Proc: SEGMENTMEDIMAGES,This new procedure performs segmentation on two-dimensional and three-dimensional biomedical images. You use it to label pixels that belong to a region of interest, which is a fundamental task of most biomedical image analysis,https://go.documentation.sas.com/doc/en/pgmsascdc/v_055/cascv/cascv_segmentmedimages_toc.htm,https://go.documentation.sas.com/doc/en/pgmsascdc/v_055/cascv/cascv_segmentmedimages_examples01.htm,202409
Analytics,SAS Visual Machine Learning,New Proc: ANNOTATEIMAGES Procedure,This new procedure enhances images in a data table by adding various types of annotations. You can highlight and draw specific features on images to facilitate better visualization, analysis, and interpretation,https://go.documentation.sas.com/doc/en/pgmsascdc/v_054/cascv/cascv_annotateimages_toc.htm,https://go.documentation.sas.com/doc/en/pgmsascdc/v_054/cascv/cascv_annotateimages_examples02.htm,202408
Analytics,SAS Visual Machine Learning,New Proc: SUMMARIZEIMAGES Procedure,This new procedure offers a comprehensive statistical overview of various features within an image table. It enables you to analyze and summarize key image attributes, providing better understanding and insights about the data,https://go.documentation.sas.com/doc/en/pgmsascdc/v_054/cascv/cascv_summarizeimages_toc.htm,https://go.documentation.sas.com/doc/en/pgmsascdc/v_054/cascv/cascv_summarizeimages_examples01.htm,202408
Analytics,SAS Visual Machine Learning,New Proc: QUANTIMAGES Procedure,This new procedure performs quantitative analysis on images, computing both basic and advanced statistical measures. The results are stored in a table for use in applications in fields such as computer vision, image processing, and data analytics,https://go.documentation.sas.com/doc/en/pgmsascdc/v_054/cascv/cascv_quantimages_toc.htm,https://go.documentation.sas.com/doc/en/pgmsascdc/v_054/cascv/cascv_quantimages_examples01.htm,202408
Analytics,SAS Visual Machine Learning,New Proc: COMPAREIMAGES Procedure,This new procedure calculates similarity metrics between two sets of images and is able to identify pairs of similar images,https://go.documentation.sas.com/doc/en/pgmsascdc/v_054/cascv/cascv_compareimages_toc.htm,https://go.documentation.sas.com/doc/en/pgmsascdc/v_054/cascv/cascv_compareimages_examples01.htm,202408
